atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
N_don_pos	1205	9.0	1.912487230565975	4.705913773519193	2.32283385192063	7.409482505786774	+	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_don_pos	1205	25.0	4.451845576363724	5.615648515018809	4.075188358015369	7.496476863966681	+	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_don_pos	1205	20.0	3.379341418156665	5.918312927052346	4.236277043191834	7.720734746960493	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_don_pos	1205	15.0	4.541638216870329	3.302772982727056	1.8751001606314035	4.945261343135514	+	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_don_pos	1205	10.0	3.8664480206911422	2.586353145441345	1.187274042431349	4.201841875765078	+	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_don_pos	1205	0.0	3.444187599707261	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	2.0	1.0114322174054329	1.9773940018743728	0.0	4.887152731778868	0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	16.0	4.420982000578217	3.619105438092119	2.172282279002281	5.355277280687358	+	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	21.0	5.961260538383749	3.522744873300512	2.3398751774699584	4.825652527337288	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	10.0	8.843123730689834	1.1308221285308104	0.5536357903576421	1.7410082051417322	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	11.0	16.285483659261516	0.675448161697324	0.284874175767176	1.1195560061968333	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
N_pi_don_pos	1045	0.0	8.580978377438642	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar;hbond_classic
O_pi_acc_neg	843	4.0	9.04947577260864	0.4420145542692517	0.0960311227187278	0.9372372224718344	-	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_acc_neg	843	3.0	9.28798917457813	0.3229977924835666	0.0	0.7034889348459636	-	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_acc_neg	843	13.0	13.057412697676044	0.995603057128901	0.5307403004637653	1.5534513541157622	0	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_acc_neg	843	24.0	21.928205176706985	1.0944808207784265	0.7137885375657276	1.519248237950751	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_acc_neg	843	0.0	20.3142875484934	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_acc_neg	843	0.0	2.0123233289734253	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
O_pi_mix	1140	8.0	3.79271692824045	2.1093058489106458	0.832683732285818	3.4230122559736023	0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
O_pi_mix	1140	3.0	2.040329096753612	1.4703510354154778	0.0	3.0921151833119755	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
O_pi_mix	1140	6.0	5.278662724082354	1.1366515183148105	0.1950666088150517	2.2741088596843904	0	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
O_pi_mix	1140	5.0	11.259285774553105	0.444077901575285	0.0958372778029246	0.859246396669797	-	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
O_pi_mix	1140	0.0	12.605465700189596	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
O_pi_mix	1140	0.0	1.4051445675094616	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	2.0	1.297492513237305	1.5414347131837438	0.0	3.551379744704992	0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	8.0	2.29083370932871	3.4921784009998107	1.4590411438643298	5.777316286589433	+	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	8.0	2.788617515221562	2.8688050463472687	1.324949732985682	4.406371417979629	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	4.0	5.460055080961708	0.7325933421344641	0.1458599386633447	1.3689417335824068	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	4.0	7.030406354937536	0.5689571552561473	0.1292829906384819	1.182910358328917	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	1158	0.0	4.182248076044342	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
C_ali_apol	555	1.0	0.0606758168833441	16.481030686782653	16.481030686782653		0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_ali_apol	555	6.0	2.443596828151803	2.4553968686143928	0.7318473203108683	4.860235906500815	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_ali_apol	555	31.0	13.282403932302	2.3339148664655407	1.6837848997585343	3.0158857343360226	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_ali_apol	555	108.0	57.55604292166184	1.876431987289262	1.5584965595162736	2.2364367363670903	+	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_ali_apol	555	159.0	158.97468750505212	1.0001592234294978	0.8359034158418573	1.1664134350239503	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_ali_apol	555	7.0	205.9567254066596	0.0339877223537059	0.0101570433527017	0.0595601514797648	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
C_pi_phenyl	681	0.0	0.0				?	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
C_pi_phenyl	681	3.0	1.6991129730032306	1.7656271523237297	0.0	3.3817845587928	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_pi_phenyl	681	33.0	10.991289430955636	3.002377492404075	1.892731166587222	4.015703349940574	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_pi_phenyl	681	69.0	65.83691070420933	1.0480443152930083	0.7940575813563473	1.3377385550232423	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_pi_phenyl	681	105.0	172.76753506069173	0.6077530709870602	0.4874850757589818	0.7450075196802103	-	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_pi_phenyl	681	7.0	177.13384148547914	0.0395181403016872	0.0109002673620758	0.0748633008175485	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_ali_don	582	0.0	0.0815180949578165	0.0	0.0		0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_don	582	7.0	1.5932462194577186	4.393545651959895	1.7818053993981993	8.336564120542036	+	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_don	582	89.0	17.538356901362757	5.074591679285793	4.334489287772682	5.878298172556221	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_don	582	173.0	45.82542576047645	3.775196784951842	3.349907195910414	4.248706909966516	+	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_don	582	172.0	94.20965702069188	1.8257151701786	1.5684799308516593	2.070134376241607	+	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_don	582	16.0	104.92536227979708	0.1524893472117249	0.0819292335882801	0.2269679108494326	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
N_pi_amide_don	576	18.0	4.502599674042665	3.9976905128318174	2.8815369453734934	5.42252576047158	+	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_amide_don	576	99.0	30.25283296057766	3.272420805317852	2.815301551238601	3.741631809740592	+	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_amide_don	576	105.0	29.21643459056852	3.593867680004168	3.092042628735617	4.114355913423767	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_amide_don	576	88.0	31.51894508512909	2.791971614605819	2.3155528997585644	3.3032233671898306	+	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_amide_don	576	44.0	46.95290175247367	0.937109280954758	0.6724522875885948	1.248276004747488	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
N_pi_amide_don	576	0.0	36.94865837688697	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;electrostatic_repulsion;hbond_classic
S_mix	1208	0.0	0.0				?	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
S_mix	1208	0.0	0.0				?	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
S_mix	1208	2.0	0.4051246972529582	4.936751606508967	0.0	17.709304725599566	0	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
S_mix	1208	1.0	1.731318215973127	0.5775945697180382	0.0	1.8317814639487893	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
S_mix	1208	6.0	5.164700748480358	1.1617323620861124	0.3948418736059466	2.0582866525699512	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
S_mix	1208	3.0	8.168554161232416	0.3672620565139743	0.0	0.8416608812245948	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_pi_pos	1201	0.0	0.0				?	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
C_pi_pos	1201	0.0	0.0633110736647293	0.0	0.0		0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar
C_pi_pos	1201	0.0	0.8365718933676074	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar
C_pi_pos	1201	1.0	1.2280191499763613	0.8143195486969804	0.0	2.051529935001464	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar
C_pi_pos	1201	1.0	4.055054871528852	0.2466057875125562	0.0	0.8447397170262284	-	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar
C_pi_pos	1201	0.0	5.042170286204232	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	multipolar
C_pi_neg	1001	1.0	0.1472211480241425	6.792502391273378	6.792502391273378		0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
C_pi_neg	1001	1.0	0.343250840446996	2.9133213445238964	0.0	10.46811573312443	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
C_pi_neg	1001	3.0	1.3606895778620858	2.20476444356515	0.0	4.703881595666369	0	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
C_pi_neg	1001	9.0	4.2647076819759615	2.1103439370620687	0.9166354637278138	3.3853848053796325	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
C_pi_neg	1001	21.0	9.345858156716115	2.2469846693434987	1.5112917060033964	3.12481641943318	+	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
C_pi_neg	1001	0.0	7.185203974820201	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion
Water	583	0.0	0.0				?	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
Water	583	0.0	0.0				?	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
Water	583	0.0	0.0				?	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
Water	583	0.0	0.0				?	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
Water	583	0.0	0.0				?	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
Water	583	0.0	0.0				?	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
S_apol	1052	0.0	0.0				?	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
S_apol	1052	0.0	0.0				?	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	
S_apol	1052	4.0	0.9541526275403944	4.192201419924988	1.0306096325431713	8.238424724726885	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
S_apol	1052	5.0	3.628754525940776	1.3778832280488085	0.3072455233785511	2.767672965665455	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
S_apol	1052	13.0	13.496229415136774	0.963231996146996	0.4706969572680843	1.4915164276245412	0	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
S_apol	1052	7.0	18.96896170270793	0.369023888060289	0.100371989900569	0.7340190346844189	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation
O_pi_acc	577	1.0	6.481943661362763	0.1542747133025467	0.0	0.5023649614971422	-	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
O_pi_acc	577	21.0	27.26033824670094	0.7703499424678427	0.4710091896472034	1.1235848141477829	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
O_pi_acc	577	41.0	48.87402343000375	0.8388914421731465	0.6241049280947222	1.0925726113560914	0	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
O_pi_acc	577	73.0	86.95338200308551	0.8395303128912183	0.6634638951172608	1.029126502262637	0	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
O_pi_acc	577	0.0	83.15438283606254	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
O_pi_acc	577	0.0	8.01093323226689	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	electrostatic_repulsion;desolvation
C_ali_weak_pol	548	2.0	0.2396747659496998	8.344641506481064	0.0		0	0.0	180.0	2.5	2.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_weak_pol	548	6.0	2.2609439181794504	2.6537588799775715	0.9269628562745688	5.138293410794888	0	0.0	180.0	2.75	3.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_weak_pol	548	75.0	17.74258812352679	4.227117232155635	3.57521791214616	4.973722137821807	+	0.0	180.0	3.0	3.25	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_weak_pol	548	181.0	64.80520003638316	2.792985746489207	2.450337961850706	3.1184602181537446	+	0.0	180.0	3.25	3.5	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_weak_pol	548	222.0	131.42506238386716	1.6891755345078778	1.5018717139892357	1.8883889661723727	+	0.0	180.0	3.5	3.75	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
C_ali_weak_pol	548	11.0	144.69997161538018	0.0760193652921961	0.0360338247375994	0.1231453294677203	-	0.0	180.0	3.75	4.0	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2.0	desolvation;hbond_weak
O_ali_mix	1543	13.0	8.462616212940809	1.5361679736959764	0.8988083965626924	2.277537790380968	0	0.0	180.0	2.5	2.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
O_ali_mix	1543	21.0	12.144321389065071	1.7292032487635507	1.0965390309213432	2.382083425875199	+	0.0	180.0	2.75	3.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
O_ali_mix	1543	24.0	17.11150530411499	1.4025650913498804	0.8917953764844853	1.861355735673729	0	0.0	180.0	3.0	3.25	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
O_ali_mix	1543	37.0	31.4017268308672	1.1782791500380108	0.8574475193183952	1.5054486171908776	0	0.0	180.0	3.25	3.5	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
O_ali_mix	1543	0.0	26.35592523372095	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
O_ali_mix	1543	0.0	1.607643023453395	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	desolvation;electrostatic_repulsion;hbond_classic
C_pi_carbonyl	1204	1.0	0.0984677953332229	10.15560464836162	10.15560464836162		0	0.0	180.0	2.5	2.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
C_pi_carbonyl	1204	12.0	2.519161215523276	4.763490294330917	3.0212654391139737	6.764780003867346	+	0.0	180.0	2.75	3.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
C_pi_carbonyl	1204	57.0	13.97265893717298	4.079395357483229	3.3034232170782816	5.00206391428117	+	0.0	180.0	3.0	3.25	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
C_pi_carbonyl	1204	71.0	29.021425800072784	2.446468360621412	1.9159533093545509	2.969151480800201	+	0.0	180.0	3.25	3.5	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
C_pi_carbonyl	1204	85.0	69.1582235785498	1.2290656931558854	0.986069248331784	1.4898779432039435	0	0.0	180.0	3.5	3.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
C_pi_carbonyl	1204	4.0	85.40578468114701	0.0468352350479953	0.0109440801020377	0.0987698129276815	-	0.0	180.0	3.75	4.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	multipolar;desolvation;hydrophobic
N_pi	2013	0.0	0.2492145235333518	0.0	0.0		0	0.0	180.0	2.5	2.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi	2013	1.0	0.0707963634321756	14.125019302128717	14.125019302128717		0	0.0	180.0	2.75	3.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi	2013	0.0	0.4349278032776672	0.0	0.0		0	0.0	180.0	3.0	3.25	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi	2013	3.0	0.7724116396175122	3.883939399832917	0.0	8.35751326336891	0	0.0	180.0	3.25	3.5	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi	2013	4.0	1.6216482667935923	2.466626137065474	0.7572184899556197	4.852817594810658	0	0.0	180.0	3.5	3.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi	2013	0.0	1.3742775227992694	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi_arom_acc	1885	2.0	0.6620052750061901	3.021123963070081	0.0	5.51916856104086	0	0.0	180.0	2.5	2.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi_arom_acc	1885	1.0	0.7554293581605332	1.3237505124701467	0.0	3.064180149244517	0	0.0	180.0	2.75	3.0	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi_arom_acc	1885	2.0	1.734242828905489	1.1532410379129174	0.0	2.7469286140132025	0	0.0	180.0	3.0	3.25	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi_arom_acc	1885	8.0	6.228348863132715	1.2844495669396696	0.5555666409966591	2.016190905136844	0	0.0	180.0	3.25	3.5	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
N_pi_arom_acc	1885	1.0	6.854393727608784	0.1458918235134501	0.0	0.5035618496345696	-	0.0	180.0	3.5	3.75	oxygen_sulfonyl	[#6]-[Sd4](~[Od1])(~[Od1])-[*]	2.0	electrostatic_repulsion;desolvation;hydrophobic
