atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	h_min	h_max	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
O_pi_acc	544	1.0	6.599703381833472	0.1515219612373228	0.0	0.4845792184088199	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	[cd2]1[nd2H0][cd2]ccc1	1	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_carbonyl	490	0.0	0.0839139310459908	0.0	0.0		0	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	0.0	0.0712328923212436	0.0	0.0		0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	0.0	0.0				?	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_carbonyl	490	0.0	0.2345493467657526	0.0	0.0		0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	1.0	0.9785325244469266	1.0219384384440435	0.0	2.855728634256056	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	1.0	6.066129222900679	0.1648497688154792	0.0	0.6167366568576816	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	50.0	32.407949105384525	1.5428313540424743	1.1589384414107795	1.898830119952825	+	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	490	46.0	30.057654875820173	1.530392180961683	1.1490558435190488	1.915753902892204	+	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi	707	0.0	0.0				?	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
N_pi	707	0.0	0.0				?	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
N_pi	707	0.0	0.0				?	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
N_pi	707	0.0	0.0				?	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
N_pi	707	0.0	0.0				?	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
N_pi	707	0.0	0.0709677759966634	0.0	0.0		0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi	707	1.0	0.2940356510124892	3.400948138623928	0.0		0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi	707	1.0	0.4046385198107513	2.471341582772936	0.0	6.240528654843204	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	676	0.0	0.4279304736089426	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_arom_acc	676	0.0	0.7359703724860902	0.0	0.0	0.0	-	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_arom_acc	676	0.0	0.6793744105180997	0.0	0.0	0.0	-	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_arom_acc	676	0.0	0.3042905337366266	0.0	0.0	0.0	-	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	676	0.0	0.3607271230623876	0.0	0.0	0.0	-	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	676	0.0	0.6376745150461364	0.0	0.0	0.0	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	676	3.0	2.850703037321423	1.0523719800778897	0.0	2.2005483126379284	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	676	2.0	2.2896902152199785	0.8734806074226303	0.0	1.98915344748028	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_don	634	0.0	0.8171818417085818	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;hbond_weak;pi
C_pi_don	634	1.0	1.5101805524328875	0.6621724789059221	0.0	2.2132684878055846	0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;hbond_weak;pi
C_pi_don	634	2.0	1.3905239417492248	1.4383067705285808	0.0	3.27608692575709	0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;hbond_weak;pi
C_pi_don	634	2.0	0.923401691180188	2.1659046318659274	0.0	4.270112550215225	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_don	634	3.0	1.796292621246171	1.670106509661417	0.0	3.5848957321673445	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_don	634	2.0	2.533173102440742	0.7895236208188761	0.0	2.0676352595152	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_don	634	6.0	10.712401528414196	0.5600984974363826	0.1009396003606714	1.1019834094805412	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_don	634	6.0	6.761309199597237	0.887402102592411	0.189891160302818	1.7806149087522063	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
N_pi_don_pos	611	0.0	4.634888421303955	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_don_pos	611	1.0	2.766073989623898	0.3615232288619906	0.0	1.4000167086229256	0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_don_pos	611	1.0	2.769044159958576	0.3611354468304903	0.0	1.066397719879738	0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_don_pos	611	0.0	1.349811376424337	0.0	0.0	0.0	-	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_don_pos	611	4.0	2.7528596531553275	1.4530344819486891	0.2540604708769202	3.055396697844719	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_don_pos	611	2.0	3.188025324310188	0.6273475887249272	0.0	1.510861759549267	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_don_pos	611	1.0	7.882907481450679	0.1268567470001527	0.0	0.4412505092605487	-	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
N_pi_don_pos	611	1.0	3.2543772696378435	0.3072784490383571	0.0	1.0471153119051697	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	3.0	13.439565796156812	0.2232214972940481	0.0	0.5940579971117976	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	0.0	8.168537873263945	0.0	0.0	0.0	-	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	1.0	5.707272616099994	0.1752150400489086	0.0	0.585691559933098	-	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	6.0	6.012055659054864	0.9979947525873772	0.3272623781765257	1.869527915487964	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	3.0	6.201745878280303	0.483734751291015	0.0	1.281877412198021	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	1.0	6.369899644037018	0.1569883445394808	0.0	0.5200340498270131	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	4.0	6.1109061593299865	0.6545674071418843	0.0	1.3637588063708737	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc_neg	534	1.0	1.63967454417017	0.6098771268697681	0.0	1.9172382081054176	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_mix	590	1.0	3.627575198572463	0.2756662357801773	0.0	0.952898617609369	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	2.0	1.3124034175377903	1.523921664081167	0.0	5.015207576641156	0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	1.0	1.914879104585101	0.522226180026478	0.0	1.6119284094766646	0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	1.0	1.605652152756471	0.6227998998931805	0.0	2.1256466755284933	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	2.0	1.974565786467626	1.012880914734107	0.0	2.560419165390514	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	2.0	2.758240984730284	0.7250998049380267	0.0	1.82743036534046	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	3.0	5.86200210769793	0.5117705427059512	0.0	1.1122970849613265	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
O_pi_mix	590	3.0	1.0692655615958209	2.805664100434192	0.0	5.946511150149935	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation
N_pi_arom_don	654	0.0	1.126795577264924	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_arom_don	654	0.0	1.4738646629434633	0.0	0.0	0.0	-	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_arom_don	654	0.0	0.4123927689048342	0.0	0.0	0.0	-	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_arom_don	654	0.0	0.6184307280876403	0.0	0.0	0.0	-	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_don	654	1.0	0.5030583300367659	1.987841052004676	0.0	4.476587147505413	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_don	654	1.0	1.7668186298835535	0.5659890512168232	0.0	1.764393810781388	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_don	654	1.0	5.029672097830746	0.1988201180015873	0.0	0.6225094176227015	-	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_arom_don	654	3.0	2.7019071519732205	1.1103268288879136	0.0	2.4739823740119387	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_phenyl	437	15.0	14.667247717409992	1.0226867568477098	0.4460493200897181	1.6934060648010114	0	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	20.0	13.95402662563666	1.4332780448659557	0.7582023249752389	2.3692946845561123	0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	17.0	13.74378418072948	1.236922799168816	0.6481240035942596	1.93035710118406	0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	22.0	17.939165945756574	1.226366937377264	0.6649197450606985	1.8378538598403515	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	21.0	19.20570691165608	1.0934249958409474	0.6420186349930148	1.6268844206889723	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	25.0	25.720515495088687	0.971986739720428	0.6115387213629934	1.4356839562630823	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	48.0	95.6860427533782	0.5016405592581094	0.3357402342309657	0.7382138617446067	-	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
C_pi_phenyl	437	39.0	63.93649743144536	0.6099802392493736	0.3701388216333777	0.9136984696322096	-	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	hydrophobic;pi
N_pi_amide_don	423	0.0	17.234797915599803	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_amide_don	423	1.0	10.54324760174107	0.0948474357971887	0.0	0.3150098766228001	-	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_amide_don	423	2.0	4.484691601272567	0.4459615460364062	0.0	1.0488843007501023	0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hbond_weak;pi
N_pi_amide_don	423	4.0	4.532062668353481	0.8826003285283825	0.1677595885049402	1.8917751129122544	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_amide_don	423	12.0	8.595244239762215	1.396120885604058	0.6040359944452746	2.2426264177365867	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_amide_don	423	12.0	10.380555663084412	1.1560074806664442	0.6036632009821952	1.8439138159674304	0	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_amide_don	423	25.0	20.93460599795424	1.1941949135533303	0.7912224054383417	1.608382625498346	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
N_pi_amide_don	423	36.0	20.47527092683237	1.7582184933544804	1.29823631810977	2.233984820318652	+	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_pos	673	0.0	0.0				?	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_pos	673	0.0	0.0				?	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_pos	673	0.0	0.0				?	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_pos	673	0.0	0.0				?	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_pos	673	0.0	0.0				?	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	
C_pi_pos	673	0.0	0.2346214771362078	0.0	0.0	0.0	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_pos	673	1.0	3.4572271551094915	0.2892491453800147	0.0	1.0155738181805756	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_pos	673	1.0	2.560354262194348	0.3905709513584857	0.0	1.261422560368403	0	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	0.0	1.018307639366872	0.0	0.0	0.0	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	0.0	0.2810884317456938	0.0	0.0	0.0	-	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	0.0	0.2891230440587513	0.0	0.0		0	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	0.0	0.3983417801893906	0.0	0.0	0.0	-	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	1.0	1.9537717059254136	0.5118305260369942	0.0	1.7618502085703205	0	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	0.0	2.5208538110354155	0.0	0.0	0.0	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	4.0	6.756362053284574	0.5920345843597027	0.1243075492327435	1.3357410755211832	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
C_pi_neg	588	1.0	5.001939420779143	0.1999224532479907	0.0	0.7206626203295934	-	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc	433	10.0	21.08404699312	0.4742922458512416	0.2024774910519691	0.7414650936575475	-	0	180	0.0	0.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc	433	9.0	14.46017291511246	0.6223991962498606	0.2675433204969654	1.0221847378205295	0	0	180	0.5	1.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc	433	9.0	17.03618876981163	0.5282871727711851	0.1916349068537267	0.9155255484055862	-	0	180	1.0	1.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;pi
O_pi_acc	433	14.0	18.34708865635209	0.7630638442003139	0.4263817288023073	1.219046870594008	0	0	180	1.5	2.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
O_pi_acc	433	9.0	17.666064363763706	0.5094513307933276	0.2305660206594894	0.8727465515357162	-	0	180	2.0	2.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
O_pi_acc	433	10.0	19.213429957418644	0.5204692770714177	0.2054694679178578	0.8189734724434209	-	0	180	2.5	3.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
O_pi_acc	433	35.0	27.590113493215377	1.2685703525143806	0.933034267221458	1.6686600685446829	0	0	180	3.0	3.5	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
O_pi_acc	433	14.0	7.13247997652865	1.962851637308591	1.015208960935854	3.024941696938104	+	0	180	3.5	4.0	sulfur_thiophene	[s]1:[c]:[c]:[c]:[c]:1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	2929	0.0	0.2736231026328686	0.0	0.0	0.0	-	0	180	0.0	0.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_carbonyl	2929	1.0	0.1067936191622873	9.363855329974024	0.0		0	0	180	0.5	1.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_carbonyl	2929	1.0	0.8707790733539309	1.1483969132932377	0.0	3.723399097486591	0	0	180	1.0	1.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_carbonyl	2929	0.0	1.584196448973253	0.0	0.0	0.0	-	0	180	1.5	2.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;hydrophobic;pi
C_pi_carbonyl	2929	12.0	5.057656684487975	2.3726402855307387	1.1753845758840016	3.8349049989179056	+	0	180	2.0	2.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;hydrophobic;pi
C_pi_carbonyl	2929	47.0	28.35525767783945	1.6575409235914655	1.2285488038852737	2.1735563053283267	+	0	180	2.5	3.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;hydrophobic;pi
C_pi_carbonyl	2929	69.0	143.23057442131244	0.4817407196667147	0.3700892636848481	0.596103609799032	-	0	180	3.0	3.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;hydrophobic;pi
C_pi_carbonyl	2929	11.0	120.31580946587204	0.0914260565492865	0.0401634222626298	0.1562310165327634	-	0	180	3.5	4.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;hydrophobic;pi
N_pi	5619	0.0	0.0				?	0	180	0.0	0.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi	5619	0.0	0.0				?	0	180	0.5	1.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi	5619	0.0	0.0				?	0	180	1.0	1.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi	5619	0.0	0.0				?	0	180	1.5	2.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi	5619	0.0	0.0				?	0	180	2.0	2.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi	5619	0.0	0.1304414923694178	0.0	0.0	0.0	-	0	180	2.5	3.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi	5619	3.0	2.17758306870998	1.3776741944348545	0.0	2.7164062028449267	0	0	180	3.0	3.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi	5619	0.0	1.8378431560320647	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	5032	3.0	2.955471724882506	1.0150663850858743	0.0	2.264902683640799	0	0	180	0.0	0.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
N_pi_arom_acc	5032	1.0	3.49901798216192	0.2857944729344132	0.0	0.9393346872498908	-	0	180	0.5	1.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
N_pi_arom_acc	5032	0.0	1.3080636876568583	0.0	0.0	0.0	-	0	180	1.0	1.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
N_pi_arom_acc	5032	2.0	1.887321274955992	1.0597029909741449	0.0	2.877826995741343	0	0	180	1.5	2.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	5032	2.0	1.8717242680115995	1.068533455584605	0.0	2.380027429579515	0	0	180	2.0	2.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	5032	0.0	4.088183113846661	0.0	0.0	0.0	-	0	180	2.5	3.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	5032	2.0	14.376951745171516	0.1391115471102348	0.0	0.3790550667468131	-	0	180	3.0	3.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	5032	1.0	9.589865160989946	0.1042767529274386	0.0	0.3608713309237015	-	0	180	3.5	4.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4275	21.0	9.232502313171382	2.274572947578982	1.4354298978082018	3.127401841914376	+	0	180	0.0	0.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_don	4275	11.0	7.935224573201808	1.386224157681473	0.6976515500127646	2.040323665376817	0	0	180	0.5	1.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_don	4275	29.0	8.913233388632573	3.2535892123036896	2.2741389154823164	4.337680753504876	+	0	180	1.0	1.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_don	4275	42.0	11.57006156337209	3.630058472027621	2.696675461139556	4.641811778869107	+	0	180	1.5	2.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_don	4275	16.0	10.386414900558908	1.5404737970884466	0.9106120916635038	2.1721765010416494	0	0	180	2.0	2.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_don	4275	3.0	13.215262814690965	0.2270102412692845	0.0	0.5311763729721714	-	0	180	2.5	3.0	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
C_pi_don	4275	22.0	60.15219940829508	0.3657389125652846	0.2154000211933504	0.52423075063329	-	0	180	3.0	3.5	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic;pi
