atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
C_ali_apol	2408.0	180.0	223.12251470959168	0.8067316749019326	0.6902794828984014	0.927300929075798	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
C_ali_apol	2408.0	235.0	327.80326690852854	0.7168934044381421	0.6238763779933263	0.812718038373095	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
C_ali_apol	2408.0	173.0	279.5109753545449	0.6189381285674334	0.5378837918027999	0.7040156887764507	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
C_ali_apol	2408.0	110.0	192.28464863022245	0.5720685493283352	0.4752990966521542	0.6776542500914051	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
C_ali_apol	2408.0	26.0	68.6204869931141	0.3788955913794234	0.239877636173973	0.5314242783377151	-	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
C_pi_phenyl	2650.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_phenyl	2650.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_phenyl	2650.0	4.0	4.842584567845019	0.8260051928798893	0.1864179850723457	1.676978985610144	0	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	204.0	591.7855476925687	0.3447194694014014	0.2966286959053717	0.3991924944301636	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	374.0	843.2776972806244	0.4435075197720318	0.4033153526649624	0.4943852136738552	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	330.0	583.7650653696901	0.5652959033973979	0.5084886281496479	0.6227958051329103	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	201.0	266.0989969329721	0.7553579769811385	0.6414317218715356	0.8629737158191368	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	174.0	131.10562253697327	1.3271742022423945	1.1368961872821386	1.542533739110426	+	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	2650.0	63.0	24.75986357557732	2.5444405138864363	2.006700671864556	3.120625498357888	+	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_ali_don	2371.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_ali_don	2371.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_ali_don	2371.0	18.0	8.742750339672284	2.058848680411331	1.2232759210656128	2.852442608318053	+	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	387.0	270.80849205024066	1.4290541521430702	1.2946827598745174	1.5625860836264325	+	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	746.0	423.0423176790043	1.7634169652172935	1.6459545866678338	1.8728690799840355	+	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	540.0	319.53223609743395	1.6899703347468815	1.556229578035296	1.8268944394562607	+	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	478.0	283.2149274529838	1.6877641454098578	1.5512573417133486	1.8139970563277528	+	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	279.0	196.8683369499022	1.4171908206396753	1.2808187935212083	1.559892634912065	+	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_don	2371.0	92.0	68.75687058094796	1.3380480993777597	1.0899080180424272	1.6306061737679134	+	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
N_pi_amide_don	2508.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi_amide_don	2508.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi_amide_don	2508.0	0.0	0.0				?	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
N_pi_amide_don	2508.0	45.0	79.50352093903808	0.5660126679736011	0.3990461733233286	0.756984000431861	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_amide_don	2508.0	138.0	183.9656519210025	0.7501400318971453	0.6338892155195647	0.8672052356328599	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_amide_don	2508.0	876.0	279.6314800998582	3.132694500945225	2.9464959655906573	3.3466272223879967	+	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_amide_don	2508.0	777.0	188.83042559492617	4.11480299084216	3.869328641838861	4.351880780557168	+	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_amide_don	2508.0	40.0	26.076931766723167	1.5339227926747154	1.0901898405367594	1.9739467718382044	+	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_amide_don	2508.0	5.0	6.050264809058493	0.8264101089449787	0.1886774959668454	1.5683140234159216	0	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
S_mix	5289.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
S_mix	5289.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
S_mix	5289.0	0.0	0.1811257298985539	0.0	0.0	0.0	-	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	4.0	5.007680859987111	0.798772947365958	0.1975859787350281	1.604951199808314	0	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	2.0	9.523357114164952	0.2100099761065579	0.0	0.5232934800284494	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	1.0	7.466777737276383	0.1339265791999809	0.0	0.4301311028393389	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	2.0	7.00559867586027	0.2854859509568473	0.0	0.7411948925083841	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	0.0	8.709697613590006	0.0	0.0	0.0	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
S_mix	5289.0	0.0	2.613958315854259	0.0	0.0	0.0	-	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak
C_pi_pos	5210.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_pos	5210.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_pos	5210.0	0.0	0.0				?	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_pos	5210.0	12.0	27.00082345210776	0.4444308900906223	0.2156748298581444	0.6921889691773053	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;pi
C_pi_pos	5210.0	11.0	29.342620290241086	0.3748813122752515	0.1871705907766767	0.6362100356707459	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;pi
C_pi_pos	5210.0	9.0	22.53435478195676	0.3993901794430917	0.1925971346907221	0.6803089400397384	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;pi
C_pi_pos	5210.0	2.0	4.363499206927561	0.45834774000297	0.0	1.1970236288064169	0	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;pi
C_pi_pos	5210.0	0.0	0.377064186489121	0.0	0.0	0.0	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	multipolar;desolvation;pi
C_pi_pos	5210.0	0.0	0.0				?	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_neg	4026.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_neg	4026.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_pi_neg	4026.0	3.0	11.470377532112554	0.2615432658254863	0.0	0.5583069569784863	-	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	42.0	67.85908536961264	0.6189296506316844	0.4520213088859218	0.8092371862462692	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	54.0	58.02722421530147	0.9305976760087808	0.6935082979395578	1.189305790489095	0	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	35.0	41.29926863373268	0.8474726346948546	0.5993540611964959	1.1202600286527815	0	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	3.0	19.02182423168888	0.1577135801203668	0.0	0.3687459753491503	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	1.0	6.683203578365752	0.1496288401623897	0.0	0.4612838514998195	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	4026.0	0.0	5.496075972304341	0.0	0.0	0.0	-	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;desolvation;pi
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	0	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
Water	2411.0	1619.0	1198.9444991683904	1.35035441684162	1.2931994009989305	1.399172407703678	?	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;electrostatic_repulsion;hbond_classic
S_apol	4185.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
S_apol	4185.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
S_apol	4185.0	2.0	1.2311483225203548	1.6244996345409335	0.0	4.11138951502166	0	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	19.0	31.944960375958622	0.594773002576618	0.3418217974939219	0.86278494132881	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	17.0	42.44736634547693	0.4004959898250901	0.2304141729223908	0.5772990849788565	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	7.0	39.482617129666565	0.1772932117699036	0.0522164023070851	0.3230378574519096	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	7.0	28.199072085581083	0.2482351184732522	0.0946381890424218	0.4635265577124165	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	18.0	30.713056412877886	0.5860699683556293	0.3359300065108687	0.8726409527246174	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
S_apol	4185.0	12.0	11.762862529242373	1.020159843759808	0.5038760877179582	1.574063300821828	0	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hydrophobic
O_pi_acc	2407.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
O_pi_acc	2407.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
O_pi_acc	2407.0	0.0	0.0				?	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
O_pi_acc	2407.0	0.0	0.6247378691894973	0.0	0.0	0.0	-	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	2407.0	56.0	99.4921415390412	0.5628585246406154	0.4043101365233805	0.697954054933642	-	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	2407.0	121.0	177.39454789351294	0.6820953712322338	0.5784891342510579	0.7935453999086757	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	2407.0	99.0	221.7157314059277	0.4465177070306576	0.3651453126285556	0.5411555498856576	-	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	2407.0	18.0	193.4554857596539	0.0930446605291044	0.0537545204870433	0.1361768318387471	-	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	2407.0	7.0	49.79128908562082	0.140586840159186	0.0403589914911661	0.2456218506769019	-	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_ali_weak_pol	2370.0	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_ali_weak_pol	2370.0	0.0	0.0				?	140	160	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	
C_ali_weak_pol	2370.0	0.0	0.0341060216850158	0.0	0.0		0	120	140	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	376.0	219.84553461362336	1.7102917312412862	1.5551361682058693	1.8628755658420253	+	100	120	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	550.0	380.115630611136	1.4469281337253357	1.3336784431165123	1.5613898078347583	+	80	100	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	298.0	360.11006685810463	0.8275247693017755	0.7365693587374635	0.923886892932888	-	60	80	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	277.0	292.01676212175647	0.9485756844482262	0.8467970321283026	1.0571188562717173	0	40	60	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	242.0	234.20647202286577	1.0332763134588925	0.903272330324012	1.1645257351708205	0	20	40	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
C_ali_weak_pol	2370.0	59.0	106.47012978742414	0.5541460324862764	0.4129556596979424	0.7018447621447383	-	0	20	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	[#6][#6](=[O])-[#7d2]-[#6]	2	desolvation;hbond_weak;hydrophobic
O_ali_mix	942.0	0.0	0.0				?	160	180	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	
O_ali_mix	942.0	0.0	0.0				?	140	160	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	
O_ali_mix	942.0	0.0	0.0				?	120	140	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	
O_ali_mix	942.0	7.0	1.5583059339811836	4.492057591102341	2.2387455134603496	7.14045347141323	+	100	120	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
O_ali_mix	942.0	18.0	10.292870565107595	1.748783285104085	1.032539544965706	2.4886929416183725	+	80	100	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
O_ali_mix	942.0	12.0	16.302830164337298	0.7360685156525885	0.3463278390645639	1.1472819919709938	0	60	80	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
O_ali_mix	942.0	13.0	14.013166642987873	0.9276989513647969	0.509083333966495	1.4235733144080671	0	40	60	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
O_ali_mix	942.0	4.0	8.097206536023416	0.4939975264561329	0.1176204543747411	1.0022388461931526	0	20	40	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
O_ali_mix	942.0	2.0	2.589633465387416	0.7723100688694549	0.0	2.019933217447212	0	0	20	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	electrostatic_repulsion;hbond_classic
C_pi_carbonyl	707.0	0.0	0.0				?	160	180	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	
C_pi_carbonyl	707.0	0.0	0.0				?	140	160	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	
C_pi_carbonyl	707.0	1.0	5.574619896060826	0.1793844277538324	0.0	0.6085732699457933	-	120	140	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	multipolar;desolvation
C_pi_carbonyl	707.0	95.0	90.37243254347236	1.0512055206027748	0.8330420513563114	1.261745671792157	0	100	120	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	multipolar;desolvation
C_pi_carbonyl	707.0	116.0	97.60681625291365	1.1884415909994126	0.977285506104324	1.3997870646488113	0	80	100	[#6]-[Sd4](=[O])(=[O])-[#7]	2	oxygen_sulfonamide	[#6]-[Sd4](=[O])(=[O])-[#7]	2	multipolar;desolvation
