atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	interaction_types
C_pi_phenyl	377	83.0	59.69210599019619	1.3904686159612445	1.1177053257064204	1.669470410533251	+	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	12.0	6.676748257864119	1.797282080519654	0.9395580302412828	2.801931371005483	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	0.0	4.321552544784876	0.0	0.0	0.0	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	1.0	0.8534359229409005	1.171734131549146	0.0	4.31288487588988	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	1.0	8.915155149375114	0.1121685470689865	0.0	0.3701046974068436	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	5.0	6.539978866149386	0.7645284644388927	0.1678332270229552	1.4402871971975857	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	20.0	45.537005302959415	0.4392032340936617	0.2745292519725216	0.6167118734639572	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	9.0	16.19641434877159	0.5556785474979282	0.2450286445628859	0.965057099205694	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	1.0	3.4534147090304463	0.2895684660707176	0.0	0.8985985103412398	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	1.0	9.920916870705677	0.1007971352882498	0.0	0.3215541879162591	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	1.0	0.0591689903252442	16.900744706021353			?	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	18.0	27.63380953029912	0.6513759885427264	0.3750432381928547	0.9607548453062004	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	3.0	2.91869404652599	1.027856963483646	0.0	2.461728342129543	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	2.0	1.593397086266377	1.255179902886837	0.0	3.0391251668519708	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	7.0	5.369107934665644	1.3037547550133053	0.4719657593426137	2.342924408823972	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	13.0	11.313158762016988	1.149104354801989	0.6094693375147766	1.6991191233704162	0	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	40.0	74.07918395753796	0.5399627515190761	0.3880493102261004	0.6969574256967533	-	100	120	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	43.0	23.674955259330645	1.816265311971522	1.39655147880793	2.2150232295949377	+	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
metal	13	0.0	1.291402470849535	0.0			?	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
C_ali_apol	420	195.0	140.10264709402952	1.391836657226942	1.2327758146392296	1.5679520097653536	+	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	110.0	103.54859568716222	1.0623031560208558	0.8840225063697701	1.2340438360521924	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	87.0	66.35625563207233	1.3111047205917057	1.0877755131385602	1.5402101929321483	+	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	56.0	24.080959722339085	2.325488711650089	1.889707168815821	2.753735831697035	+	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	104.0	97.3889152147849	1.0678833393988914	0.8373205256366006	1.3114437670221626	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	9.0	10.820496157851416	0.8317548353334562	0.3141690579205	1.5412526559626931	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	2.0	7.2345333264233584	0.2764518331397015	0.0	0.7275370645771422	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	1.0	1.5447043051948215	0.6473730905241944	0.0	2.096489827492185	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	4.0	15.199236546011235	0.263171113094475	0.0632688098942138	0.5204690786920119	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	9.0	9.7140509306322	0.926492980556596	0.4029866534003596	1.6467467379307126	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	43.0	80.27963864047253	0.5356277223988624	0.3727025077002235	0.7007051662525028	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	5.0	26.761090959697714	0.1868384217792172	0.0358969450726599	0.3768653422759484	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	2.0	5.429717328981127	0.3683433001797342	0.0	0.935786499993662	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	7.0	14.42860637852904	0.4851473396915574	0.150945041077697	0.846835618121098	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.0417599137805318	0.0			?	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	50.0	47.73122395992324	1.0475323247939692	0.7778338102029069	1.2846697757154009	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	2.0	4.856019743561892	0.411859939954239	0.0	1.0143581910745685	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	3.0	2.61545148058304	1.1470294984524951	0.0	2.3144559611964057	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	5.0	7.3733404702142655	0.6781186926330425	0.1604848244896679	1.2596627792330133	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	17.0	17.586288886447445	0.9666621599228216	0.562581581464515	1.3541389476789916	0	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	76.0	121.94010989112822	0.6232567780023741	0.4763563522731349	0.7676544006058607	-	80	100	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	22.0	17.37165753791668	1.2664306760584678	0.8020396752274839	1.7713623512551129	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
metal	13	5.0	1.2377499267768524	4.039588201002919			?	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
C_ali_apol	420	125.0	118.29757958378823	1.056657291212493	0.894142694880966	1.203063373730647	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	86.0	86.33564866592556	0.9961122818776246	0.8116466158031913	1.192912004903249	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	81.0	55.66329067490232	1.455178071901552	1.1863341072366096	1.7219715101968642	+	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	46.0	19.48828750869797	2.360392106257124	1.702669849723636	3.026219926646479	+	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	99.0	79.08049530701342	1.251888972314264	0.994913273008861	1.4728296231454454	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	10.0	8.524472888047306	1.1730930617448057	0.5545724283228536	1.8621134793365504	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	3.0	6.1818182567590405	0.4852941117639421	0.0	1.1110683793228082	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	1.3789055415532852	0.0	0.0	0.0	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	6.0	11.980942777641657	0.5007953139711973	0.1572549676354946	0.9334661600174832	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	5.0	9.39121684446646	0.532412368152922	0.1072146682307731	0.9796387804067156	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	49.0	66.24424141857175	0.739686936565368	0.5817699607765383	0.9289724381992772	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	7.0	23.793371651465257	0.2941995822424318	0.0870431431419347	0.5117183948831764	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	2.0	4.588628979975861	0.4358600376556313	0.0	1.1742125449110512	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	4.0	12.172030951314548	0.3286222337093228	0.0757309993073459	0.6625020191776254	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	1.0	0.0841382617363839	11.885199187179898			?	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	54.0	37.800327053470525	1.4285590683809215	1.110102621556153	1.7923150343599443	+	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	1.0	3.53790809100423	0.2826529051285081	0.0	0.8847277286406715	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	0.0	2.2895371368939403	0.0	0.0	0.0	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	1.0	6.790961079337754	0.1472545621035305	0.0	0.5583621625288283	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	18.0	14.08977342199825	1.2775223178462716	0.7823301744448452	1.8422151761692755	0	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	61.0	99.67701644074276	0.6119765837520231	0.4696464941517252	0.7703984168257816	-	60	80	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	18.0	11.4694937708798	1.5693805114311734	0.8927089884343514	2.2423839460957544	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
metal	13	0.0	0.8880775611003848	0.0			?	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
C_ali_apol	420	102.0	84.49177053207923	1.207218162877453	0.9817626292218524	1.421890646942944	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	58.0	60.06667183409303	0.9655937016154104	0.7367568543808324	1.1803690084512373	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	52.0	38.70129824133218	1.343624177042854	1.0076666621807633	1.68650430953249	+	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	34.0	13.735646670250087	2.475311196934054	1.7446351036995449	3.2889999731426824	+	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	68.0	56.45596676816549	1.2044785324328904	0.8884269643266254	1.5336808569164335	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	7.0	5.949031867192137	1.1766620445595135	0.4253588038740482	2.1503694553038737	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	4.0	3.987751756485727	1.0030714658941224	0.2178550710079618	2.0523581046508843	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	1.141219244243106	0.0	0.0	0.0	-	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	5.0	8.89768868539849	0.5619436886126647	0.1329855737999802	1.1237222061216363	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	4.0	6.079114272117394	0.6579905922062516	0.1502722516012746	1.2879176573074058	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	37.0	44.99645538081705	0.8222869932055556	0.5970581113455572	1.078083219359424	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	2.0	15.296166457378506	0.1307517151812405	0.0	0.3528341818957351	-	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	1.0	3.164119971658236	0.3160436421365922	0.0	0.9229319982190044	-	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	6.0	10.7990341892806	0.5556052416201955	0.1608960282793664	1.0756178880933158	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	1.0	0.0439719092337566	22.74179168987081			?	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	34.0	28.039469078683737	1.212576454446764	0.8268837114472081	1.6324198518683926	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	1.0	2.4305401060627343	0.4114311866344448	0.0	1.3119778046280477	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	2.0	1.5940456270158727	1.254669230355779	0.0	3.450871922823913	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	6.0	4.294518130028233	1.397129973220198	0.447581371101742	2.4959441647795715	0	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	4.0	9.432687994174913	0.4240572785265632	0.0974934770606189	0.8825041987953113	-	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	36.0	70.04525995232932	0.513953407047108	0.3701507653649115	0.6719158893130843	-	40	60	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	14.0	10.896707061225309	1.2847918110800105	0.6844524997014344	2.096350865688049	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
metal	13	0.0	0.7439509546310206	0.0			?	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
C_ali_apol	420	75.0	64.02789839087458	1.1713643877883269	0.9133482536428534	1.4467981274825463	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	52.0	51.46613390431674	1.0103731532793157	0.7846769443813638	1.260511596423538	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	29.0	32.65476690689229	0.8880786098607583	0.6032958641750866	1.2012120406450923	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	25.0	11.596973613923948	2.1557348349903687	1.3838145491855802	2.930639602308821	+	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	45.0	45.80813036889892	0.9823583638452184	0.6911498929724454	1.3116866274632006	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	5.0	4.314116743854299	1.1589857894139697	0.2353204729734187	2.2563700532797863	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	2.0	3.9648915560788462	0.5044274154065231	0.0	1.2090876249651497	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	0.7179764056840868	0.0	0.0	0.0	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	7.0	7.3248574371738275	0.9556499986572888	0.308589016314822	1.6709750631420328	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	4.0	5.1613181165329385	0.7749958265868251	0.1785185914077357	1.5876032621948732	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	42.0	40.18017039956087	1.0452917342644974	0.7591485865658222	1.3362252214853143	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	7.0	14.397209807359694	0.4862053198961981	0.1939273158009379	0.849424320555849	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	0.0	2.6118969584425367	0.0	0.0	0.0	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	2.0	7.107808833812225	0.2813806683271915	0.0	0.6502090720030648	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.0408821464760533	0.0			?	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	12.0	21.415386628298595	0.5603447749172564	0.25444593943985	0.9259754683379092	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	1.0	2.136418968653309	0.4680729831894114	0.0	1.5154006057613174	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	0.0	0.9839253780237188	0.0	0.0	0.0	-	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	2.0	4.061274308493472	0.4924562706383404	0.0	1.1088840667264606	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	14.0	7.558489012714389	1.8522220481435017	0.9657704015386704	2.8669517370898614	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	62.0	60.82881609807822	1.0192537678200642	0.7973581672842355	1.2552037338768645	0	20	40	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	10.0	5.078914339535919	1.9689247212060168	0.7277604278545358	3.116474227758184	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
metal	13	0.0	0.4921620891208663	0.0			?	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	
C_ali_apol	420	14.0	27.716683683371613	0.5051109346245193	0.2839329610557722	0.7525682331237231	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	5.0	19.889559630594537	0.2513881701186031	0.052420805217204	0.4732347127197827	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	13.0	12.177189465327114	1.06756982282453	0.4980000090796405	1.6937095568512408	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	7.0	4.867535097970472	1.4380995430148338	0.4952347594545893	2.4845485868558224	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	14.0	19.079597583814405	0.7337680964443649	0.3840863630632532	1.2207160781143898	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	1.0	2.840147670042718	0.3520943683836549	0.0	1.1867189156956812	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	0.0	1.5027412144518255	0.0	0.0	0.0	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	0.2316129388407466	0.0	0.0	0.0	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	2.0	2.414862478493591	0.8282045117731155	0.0	2.258870400095129	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	4.0	1.959197618708136	2.041652134427122	0.4616795923481371	4.119822108438407	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	23.0	15.63553030805365	1.4710086288632636	0.9000916972411872	2.06602993455382	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	9.0	5.870040902469211	1.5332090780175285	0.6638720985265082	2.629118212313536	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;pi
N_don_pos	89	1.0	1.0823446096819114	0.9239201554243324	0.0	3.349018699226	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	0.0	2.298608488463412	0.0	0.0	0.0	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.0052884976512666	0.0			?	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	13.0	9.317210502038977	1.395267392225933	0.7613880548946126	2.1164656483464235	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	2.0	1.4422966947182696	1.3866772400741507	0.0	3.499035809481449	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	1.0	0.8236469658612992	1.214112406708481	0.0	3.743482091381855	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	0.0	1.401155229839021	0.0	0.0	0.0	-	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	7.0	3.122549733003168	2.24175772959351	0.8711355046963061	3.949910894316338	0	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	hydrophobic
Water	383	37.0	23.75112425794789	1.5578209939943626	1.0905530929062208	1.961788623779456	+	0	20	[s]1:[c]:[c]:[c]:[c]:1	0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	449	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
metal	68	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_ali_apol	2192	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_ali_weak_pol	2303	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_ali_don	2277	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_pi_carbonyl	2189	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_pi_phenyl	2067	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_pi_don	1004	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_pi_neg	1329	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
C_pi_pos	542	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
O_ali_mix	1094	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
O_pi_mix	893	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
O_pi_acc	2258	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
O_pi_acc_neg	1511	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
N_don_pos	667	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
N_pi_don_pos	755	0.0	0.0				?	160	180	[#6][#6](=[O])-[#7d2]-[#6]	2	oxygen_amide_sec	
