atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	h_min	h_max	ligand_atom_type	interaction_types
C_pi_don	184	0.0	2.157745687741658	0.0	0.0	0.0	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;pi
C_pi_neg	344	2.0	2.420444766078876	0.8262944182940407	0.0	2.0209799782293	0	0	180	0.5	1.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.3738607610997624	0.0	0.0	0.0	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	3.0	3.909879783874712	0.7672870179724514	0.0	1.665725317844342	0	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	1.0	1.5853002586234732	0.6307953301340572	0.0	2.088168840597032	0	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	4.0	23.519557951944304	0.1700712236247335	0.0373726065115317	0.3698973741478453	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	399	3.0	7.533927975841686	0.3981986567458314	0.0	0.9228403420684403	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	26.0	3.2442529983238817	8.01417152528878	5.256595339419038	11.408914357281905	+	0	180	0.5	1.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	1.0	2.3532410146275256	0.4249458486334777	0.0	1.3543056380009546	0	0	180	0.5	1.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi_amide_don	519	81.0	11.882303596011644	6.816859992298805	5.719602737426635	8.0602126142989	+	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_don	140	5.0	0.8559406200141461	5.841526717025493	1.3951065464080126	9.905369451784454	+	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_acc	66	0.0	0.2489075127634145	0.0	0.0	0.0	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
S_mix	89	0.0	1.2912984805035466	0.0	0.0	0.0	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	0.0	3.923638288465982	0.0	0.0	0.0	-	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation
Water	513	38.0	31.16593623722088	1.2192799122337077	0.8648726907143593	1.6199161847726085	0	0	180	0.5	1.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	1.0	3.867354203420208	0.2585747121677194	0.0	0.9109178361091276	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	
metal	28	1.0	0.1514841161331933	6.601352178209521			?	0	180	1.0	1.5	nitrogen_aromatic_pyridine	
C_ali_apol	547	7.0	34.7048481937381	0.2017009254995972	0.0570629567291917	0.3678931029777748	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation
C_ali_weak_pol	550	17.0	24.42695041391174	0.6959526143025242	0.3956204085301069	1.0195972832496287	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
C_ali_don	552	57.0	12.606123527236663	4.521612046466653	3.4038973883888968	5.623786794004309	+	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
C_pi_carbonyl	520	3.0	4.099506711748389	0.7317953624524101	0.0	1.5443686247208428	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
C_pi_phenyl	496	7.0	17.474820247959304	0.4005763664903766	0.1491174360309996	0.6996603971605543	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_don	184	1.0	1.7331986425252663	0.5769679109273951	0.0	1.923408121947786	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;pi
C_pi_neg	344	2.0	1.965483694623908	1.0175612270254406	0.0	2.709010361238104	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.3032645669383397	0.0	0.0	0.0	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	1.0	2.295521480710562	0.435630861398194	0.0	1.451280149133811	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	1.0	1.1399065993933757	0.8772648570787906	0.0	3.2441374382173507	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	3.0	18.259068996544165	0.16430191487681	0.0	0.3633778130731848	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	399	4.0	6.558727031493318	0.6098744437438897	0.1373313711017139	1.261705524978517	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	15.0	2.092872630724601	7.1671824552489145	4.4049789808744775	10.871960298694075	+	0	180	1.0	1.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	3.0	2.389950037067481	1.2552563666481762	0.0	2.88112442368556	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0037852493341342	0.0			?	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_pi_amide_don	519	33.0	9.693025199232272	3.404509874029188	2.350222095273592	4.325004665301862	+	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_don	140	3.0	1.2515676180141553	2.39699394329174	0.0	5.662762952367739	0	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_acc	66	0.0	0.0743877480250976	0.0	0.0	0.0	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
S_mix	89	0.0	1.2202843520484412	0.0	0.0	0.0	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	0.0	3.609967178071708	0.0	0.0	0.0	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation
Water	513	16.0	25.077901561105588	0.6380119150325998	0.3554515061881113	0.9281873735356008	-	0	180	1.0	1.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	1.0	2.8710709110131822	0.348302090402604	0.0	1.0722734528831563	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	
metal	28	0.0	0.1681383931380499	0.0			?	0	180	1.5	2.0	nitrogen_aromatic_pyridine	
C_ali_apol	547	11.0	35.43667969293546	0.3104128291735222	0.1498542651852555	0.5218285738501194	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	37.0	23.31823469601193	1.5867410411787315	1.141790038995753	2.0543816119927447	+	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	40.0	11.620145384505973	3.4422977231709213	2.5993695540061044	4.446113365119071	+	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	4.0	4.361867935503761	0.9170383099959748	0.2134554473773174	1.865175726832902	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	20.0	13.67536076203864	1.4624842699227278	0.8862197559895131	2.1359304463421256	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	0.0	1.838471126113553	0.0	0.0	0.0	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	3.0	1.7720898803115386	1.6929163883451506	0.0	3.643247658317763	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.1809933080020632	0.0	0.0	0.0	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	1.0	2.367917203670277	0.4223120632976515	0.0	1.274657636478978	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	1.0	0.9099278123514272	1.0989882784391534	0.0	3.7377463016214656	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	10.0	17.32678075586969	0.5771412555452552	0.252862562752187	0.9418651645912376	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	1.0	5.387846244898332	0.1856029208233038	0.0	0.6573883167163113	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	8.0	1.6675373937320497	4.7974936154778005	1.998344968333609	8.195299534593019	+	0	180	1.5	2.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	4.0	1.590873110772065	2.51434257887404	0.0	4.345240323772403	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi_amide_don	519	4.0	9.054829364187675	0.4417532168877979	0.1083348223649071	0.8561216328102692	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	3.0	1.3362096078455366	2.245156734681101	0.0	5.560281034229621	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.2943621290030039	0.0	0.0	0.0	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	1.7253259965218422	0.0	0.0	0.0	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	0.0	3.868915210942297	0.0	0.0	0.0	-	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	15.0	22.226423080631644	0.6748724230427868	0.3448133255940497	1.0486916532570227	0	0	180	1.5	2.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	1.0	1.735409701699572	0.5762328048648402	0.0	1.8527270493273875	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	
metal	28	0.0	0.1293580636770135	0.0			?	0	180	2.0	2.5	nitrogen_aromatic_pyridine	
C_ali_apol	547	17.0	39.24145290439251	0.4332153562565237	0.2609055687491939	0.6391918058685783	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	33.0	25.83902598208828	1.2771379239633776	0.855323163071304	1.6716653876239915	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	35.0	14.005641729905054	2.4989929540513294	1.7411295328079543	3.228092674258225	+	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	0.0	3.9816725987740464	0.0	0.0	0.0	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	40.0	17.758326114212753	2.2524645477698644	1.6208333443364136	2.8863326022465308	+	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	1.0	1.5105767253731863	0.6619988135676796	0.0	2.224316510814036	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	5.0	1.7009111709932017	2.9396008946665826	0.6544921355042961	5.672819995444707	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	1.0	0.2756868093720446	3.62730448467152	0.0	12.38874427857515	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	4.0	3.1777166465625304	1.25876547373315	0.2640893150925015	2.5188818759844662	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	0.0	0.7572004123190655	0.0	0.0	0.0	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	9.0	18.50174103186884	0.4864407076338222	0.2100260049242741	0.7662875112374169	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	7.0	5.984397503819435	1.169708395127893	0.3609042273324806	2.1253141003949967	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	3.0	2.6054008726886435	1.151454285383788	0.0	2.825660196056958	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	2.0	1.8657179552405168	1.0719733893230243	0.0	2.8418464553488807	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0120575222104435	0.0			?	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	4.0	10.70592378588042	0.3736249276569134	0.0859211446582478	0.7840334584056357	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	2.0	0.5160852548099926	3.875328700751858	0.0	10.2855335302626	0	0	180	2.0	2.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.2792570118534522	0.0	0.0	0.0	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	0.3760265057171857	0.0	0.0	0.0	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	1.0	3.7275794064632	0.2682706096793306	0.0	0.902193990800093	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	14.0	24.312834290078605	0.5758275581104508	0.2957299486268114	0.891769801211412	-	0	180	2.0	2.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	1.0	4.27469415000513	0.233934865257857	0.0	0.8839555759105506	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	
metal	28	1.0	0.4238685031788967	2.359222241096652			?	0	180	2.5	3.0	nitrogen_aromatic_pyridine	
C_ali_apol	547	29.0	48.085058896223856	0.6030979407259784	0.4245956479846163	0.8181697095704729	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	80.0	33.058606643776784	2.419944701905936	2.030017108505054	2.822149864869138	+	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	27.0	15.56288583428448	1.7348967464967178	1.1403351690122434	2.3820411074245564	+	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	7.0	4.689907683848513	1.4925666925400625	0.4342182299778858	2.789109023926797	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	30.0	22.60613253138329	1.3270735256617672	0.8990624095983405	1.826164435143228	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	0.0	1.5303721072360563	0.0	0.0	0.0	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	9.0	2.389753339047634	3.766079056337541	1.3977365479765684	6.533420472099846	+	0	180	2.5	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	1.0	0.3513276086580745	2.8463461890159567	0.0	9.236476400188735	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	7.0	3.951049548010602	1.771681148246946	0.718941270015068	3.272213027300595	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	1.0	1.5436230825063346	0.6478265396085746	0.0	2.0619680533371736	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	5.0	22.845112096709222	0.2188651987713484	0.0443340686314164	0.4380940600811467	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	2.0	7.228870405633029	0.2766683987641442	0.0	0.7789002886120588	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	1.0	3.5414361459283783	0.2823713202198236	0.0	0.9929637406978904	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	4.0	2.294622579217889	1.743206066316745	0.0	3.5750045887701583	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi_amide_don	519	3.0	11.816125046610251	0.2538903395289155	0.0	0.5819104099375295	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	1.0	0.6359370080902926	1.5724827888268085	0.0	5.111966639312619	0	0	180	2.5	3.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.178827110631877	0.0	0.0	0.0	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	1.0751043912676204	0.0	0.0	0.0	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	1.0	5.122693205576766	0.1952098163738091	0.0	0.6353745178852107	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	12.0	28.79399208217508	0.4167536049101229	0.2080098736612273	0.6488269758061125	-	0	180	2.5	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	6.0	7.926409819852631	0.7569631316529067	0.1226362343835895	1.3890077143324662	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	
metal	28	0.0	0.5317979164723504	0.0			?	0	180	3.0	3.5	nitrogen_aromatic_pyridine	
C_ali_apol	547	65.0	80.62134104732154	0.8062381393761184	0.6518365706430086	0.9678726049749112	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	140.0	55.31528807664551	2.530945871709361	2.1863217557260253	2.825295610862241	+	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	45.0	28.0215983586056	1.6059041109687533	1.1560006723933272	2.0526272018822818	+	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	6.0	9.436117811857017	0.6358547147917822	0.1942754184695412	1.1076651389837835	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	54.0	43.38075115566296	1.2447917235511214	0.94928956343313	1.5750062971212686	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	2.0	3.353115259839068	0.5964602600913843	0.0	1.446479902013568	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	1.0	4.2499537870491535	0.2352966761773483	0.0	0.7442999681593442	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	5.0	0.9900585610150852	5.050206317971343	1.2206846736412584	10.136615478455951	+	0	180	3.0	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	12.0	6.589651908034619	1.821037008854544	0.8885940092236988	3.128983346340383	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	4.0	3.12448003967346	1.280213011192109	0.0	2.611126501283396	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	11.0	39.55134302476049	0.278119506412554	0.1312247415084077	0.4406122037846261	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	2.0	13.52125618980846	0.1479152507669726	0.0	0.3937839276030014	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	0.0	4.947479752003735	0.0	0.0	0.0	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	9.0	5.656508877768365	1.5910873993979704	0.6906492930654718	2.5322568291136225	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0034396703265593	0.0			?	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	13.0	19.521626700602635	0.6659281113903632	0.3412869253079267	1.024673174824895	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	2.0	2.035635156197792	0.982494330533988	0.0	2.413603837994569	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	3.0	0.6075193527040009	4.938114294873627	0.0	9.15597734045338	0	0	180	3.0	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	2.599467051267005	0.0	0.0	0.0	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	2.0	7.707956613371257	0.2594721403245227	0.0	0.6879773967417789	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	17.0	59.30720386916087	0.286643087027069	0.159502498394374	0.4248314729550784	-	0	180	3.0	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	2.0	4.237129530819829	0.4720176679642423	0.0	1.322611341751868	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	
metal	28	1.0	0.6246865629663421	1.6008028014104727			?	0	180	3.5	4.0	nitrogen_aromatic_pyridine	
C_ali_apol	547	44.0	37.95257938294584	1.1593414918136395	0.8888904811791478	1.464351716710683	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	74.0	28.304467645925097	2.614428256546049	2.1799263100821538	3.1515864963191813	+	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	34.0	16.13457610111926	2.107275690846406	1.547068115470714	2.80219062209914	+	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	7.0	5.846121633248574	1.1973750187113776	0.3797831903240425	2.2063948614276305	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	31.0	22.56550851505252	1.3737780373671256	0.955625075468392	1.814839853487193	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	1.0	3.1870293690358937	0.3137718182692836	0.0	1.089189017690418	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	1.0	2.1169166309629617	0.4723851593272765	0.0	1.515496073360821	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	2.0	0.7084731705670861	2.822972108314464	0.0	6.356311786490228	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	0.0	3.1751258413561367	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	2.0	1.874770483524508	1.0667972520241862	0.0	2.885215662232212	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	0.0	21.845865786075787	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	0.0	6.1139887292386375	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	0.0	2.4715628422384093	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	4.0	4.229759687114713	0.9456802031059496	0.2210104629042694	1.966862473869279	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0123132272660171	0.0			?	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	5.0	10.508413833391032	0.4758092019665461	0.0970840776052588	0.9191158876456104	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	1.0	1.92068241306897	0.5206482827122606	0.0	1.6982357431154556	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.6905287495772179	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	1.978897581846432	0.0	0.0	0.0	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	2.0	4.045157689005063	0.4944183030085818	0.0	1.3712674777064997	0	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	1.0	31.455444593653667	0.0317909987577081	0.0	0.1008338740895705	-	0	180	3.5	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	85	5.0	5.789144737675644	0.8636854365481821	0.0	1.8315667024380389	0	0	180	0.0	0.5	sulfur_thiophene	
metal	13	0.0	0.2911729359618186	0.0			?	0	180	0.0	0.5	sulfur_thiophene	
