atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	interaction_types
C_pi_neg	1129	26.0	20.48060993434498	1.269493442009228	0.7989175072409864	1.7132378114198152	0	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;desolvation;ionic;hbond_weak
C_pi_pos	330	0.0	2.429449270649478	0.0	0.0	0.0	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion
O_ali_mix	838	16.0	47.949444267250286	0.3336847849752469	0.1883728777281875	0.5268023083563362	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_mix	468	8.0	19.37932651805378	0.4128110433841547	0.1497180486000907	0.7119237560517928	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_acc	1316	75.0	128.66794485642836	0.5828957638492424	0.4582920803736967	0.7045775095254575	-	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
O_pi_acc_neg	1210	99.0	96.30363030042572	1.0279986298664212	0.8507512199448091	1.2311650149811506	0	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;hbond_classic
N_don_pos	396	9.0	17.185788682650312	0.5236885060204326	0.2280908779616331	0.8813377446313737	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion
N_pi_don_pos	452	10.0	28.7793253047555	0.3474716621778342	0.1541575924383858	0.5520825379706077	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion
N_pi	25	1.0	0.1185453022516832	8.435593659181052			?	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
N_pi_amide_don	1277	90.0	104.83948343257784	0.8584552026897281	0.6797033248450012	1.0239347729856647	0	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_don	383	5.0	9.406533544722777	0.5315454387344513	0.108991158237639	1.0225097590101753	0	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_acc	312	1.0	5.42075580999371	0.1844761201300378	0.0	0.579271250560976	-	0	180	3.5	3.75	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
S_mix	121	3.0	5.050140064988383	0.5940429297789984	0.0	1.3069515506038074	0	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion
S_apol	398	17.0	16.264505711811747	1.0452208201847852	0.5973955417779581	1.5955358950631893	0	0	180	3.5	3.75	nitrogen_amine_prim	desolvation
Water	1305	147.0	248.593959749613	0.591325711003036	0.5098292323125682	0.6780709406391288	-	0	180	3.5	3.75	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
other_ligand	321	44.0	30.01672092920628	1.4658496543900632	1.0127406814295254	1.888692135261749	+	0	180	3.75	4.0	nitrogen_amine_prim	
metal	142	4.0	6.808077109579459	0.5875374111688173	0.1318077701645891	1.187831378267478	0	0	180	3.75	4.0	nitrogen_amine_prim	
C_ali_apol	1184	88.0	68.54387022047726	1.2838493028908409	1.033390158052234	1.5497860990325232	+	0	180	3.75	4.0	nitrogen_amine_prim	desolvation
C_ali_weak_pol	1294	155.0	67.02872600606578	2.3124413849962364	2.00660639061787	2.6533738471932686	+	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_ali_don	1328	207.0	71.32422511278388	2.902239732330413	2.5272852222474933	3.243304523854612	+	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_carbonyl	1297	67.0	25.406576372179632	2.637112494754132	2.053901831496087	3.212146273087165	+	0	180	3.75	4.0	nitrogen_amine_prim	desolvation;electrostatic_repulsion
C_pi_phenyl	1108	106.0	73.35491465395255	1.4450292867226238	1.159960092955175	1.7527290214272062	+	0	180	3.75	4.0	nitrogen_amine_prim	desolvation;hbond_weak
C_pi_don	512	10.0	10.334252424635244	0.967655867991144	0.3694120568374627	1.6171346196697547	0	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;desolvation
C_pi_neg	1129	13.0	12.294776723804642	1.057359583832859	0.4433649303100389	1.7290433062578452	0	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;desolvation;ionic;hbond_weak
C_pi_pos	330	1.0	1.3755462380207315	0.7269839227206903	0.0	2.267352174759304	0	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion
O_ali_mix	838	0.0	24.82130389008424	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_mix	468	0.0	11.59195612566698	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
O_pi_acc	1316	0.0	78.45207501760532	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
O_pi_acc_neg	1210	0.0	57.40294401816984	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;hbond_classic
N_don_pos	396	2.0	7.724290878773187	0.2589234444156058	0.0	0.6661372253961426	-	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion
N_pi_don_pos	452	2.0	17.425662238464216	0.1147732563979885	0.0	0.2820032701648597	-	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion
N_pi	25	0.0	0.0712714821934289	0.0			?	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
N_pi_amide_don	1277	38.0	55.20848545981036	0.6882999901828956	0.4642533301237555	0.891085138445718	-	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_don	383	2.0	5.6010707587996205	0.3570745820087845	0.0	0.7968992057212155	-	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;electrostatic_repulsion;desolvation
N_pi_arom_acc	312	0.0	3.04964551805504	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	multipolar;desolvation;hbond_classic
S_mix	121	4.0	2.7265487492630287	1.4670561093327887	0.0	3.205649286398841	0	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion
S_apol	398	36.0	10.153043051928604	3.5457349895863666	2.5740445824860965	4.75796552925844	+	0	180	3.75	4.0	nitrogen_amine_prim	desolvation
Water	1305	0.0	138.28401702048066	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_amine_prim	electrostatic_repulsion;hbond_classic
other_ligand	105	3.0	2.2229777627327465	1.3495411651406022	0.0	3.1968577763470125	0	0	180	2.5	2.75	nitrogen_aromatic_pyridine	
metal	28	0.0	0.138739021831525	0.0			?	0	180	2.5	2.75	nitrogen_aromatic_pyridine	
C_ali_apol	547	0.0	12.517877155748636	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	0.0	8.252554305644061	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	0.0	5.187392569641941	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	0.0	1.9755388263713591	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	0.0	7.7742548670504386	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	0.0	0.9381843552722062	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	0.0	0.7765926278535612	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.1411382292288429	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	4.0	1.4500143326649229	2.758593422072292	0.655362013953077	5.049994801070814	0	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	4.0	0.9515325422513584	4.2037448246760585	1.073402963088736	8.275196160115486	+	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	0.0	7.196112053687277	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	3.0	2.545031131455932	1.1787675061891263	0.0	2.7487320076620865	0	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	4.0	0.697580596688334	5.734104444689887	1.3827674602637408	10.342385791036351	+	0	180	2.5	2.75	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	0.0	1.033264323614781	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0034396703265593	0.0			?	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	10.0	3.549361831531066	2.8174078819364445	1.317449253061513	4.6237927990636605	+	0	180	2.5	2.75	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	6.0	0.6526548116091296	9.19322112282742	4.129250232114446	13.234559340912966	+	0	180	2.5	2.75	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.1496935163383528	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	0.5558977842781904	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	0.0	1.6895001592021923	0.0	0.0	0.0	-	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	38.0	11.60066752497659	3.2756735694894146	2.699213110574983	3.946969517334575	+	0	180	2.5	2.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	2.0	4.1417467432888495	0.4828880479572379	0.0	1.2748332818015644	0	0	180	2.75	3.0	nitrogen_aromatic_pyridine	
metal	28	0.0	0.5364692684109474	0.0			?	0	180	2.75	3.0	nitrogen_aromatic_pyridine	
C_ali_apol	547	1.0	47.80188013158765	0.0209196792520969	0.0	0.0654740554160021	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	0.0	36.79210494701326	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	1.0	17.79750796169355	0.0561876416716513	0.0	0.1709049996945338	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	0.0	6.643295917964824	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	1.0	24.069095889799097	0.0415470528921619	0.0	0.1502436199857574	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	0.0	3.629813261008896	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	0.0	2.5411201638747176	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.4679178280606803	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	5.0	3.739500791114819	1.3370768664844703	0.2912990298805123	2.49968804247915	0	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	1.0	1.5688123666102496	0.6374248579903224	0.0	2.0269417038738298	0	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	1.0	26.7945708307532	0.0373209933578133	0.0	0.1141338862743984	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	2.0	8.047850127939427	0.2485135742099213	0.0	0.6656409609180758	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	33.0	3.4939163308377874	9.444988624580803	6.666536649695011	12.257265604057114	+	0	180	2.75	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	2.0	3.342631160965573	0.5983310463192917	0.0	1.519860279433178	0	0	180	2.75	3.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0050883076053235	0.0			?	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	110.0	14.185972287707456	7.754138931690856	6.692508981992885	8.89423844933141	+	0	180	2.75	3.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	36.0	2.4432257209612134	14.73461894705205	12.785786943519724	16.50708323112285	+	0	180	2.75	3.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.4376257281725408	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	2.6501000813432887	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	0.0	5.469416195544631	0.0	0.0	0.0	-	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	63.0	41.40033795774207	1.5217267082289283	1.1770293299085444	1.8134119551813472	+	0	180	2.75	3.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	1.0	3.331949460581599	0.3001246002769345	0.0	1.1007417111041715	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	
metal	28	0.0	0.0677630911310322	0.0			?	0	180	3.0	3.25	nitrogen_aromatic_pyridine	
C_ali_apol	547	2.0	29.055906831678463	0.0688328198319896	0.0	0.1808780096053679	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	7.0	18.827604972541323	0.3717945012235483	0.1218611966174458	0.6391520144714542	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	5.0	9.688712040739674	0.516064465429017	0.107455935250296	1.007663899550182	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	0.0	3.0821818952987656	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	4.0	13.711803443977931	0.2917194675625805	0.0640634341058086	0.6028736773747831	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	0.0	1.3390969498014131	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	3.0	1.7377725814530944	1.7263478731442832	0.0	3.489893237125312	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	0.0	0.1589118652563107	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	5.0	2.69886532402502	1.8526304204550403	0.475031656826638	3.614253834155867	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	3.0	0.9914867500963158	3.025759042880373	0.0	6.387850693384794	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	10.0	13.396160642140428	0.7464825383284003	0.3401660144805183	1.284297811763481	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	4.0	5.322053521950264	0.7515895853926328	0.1728086332418993	1.6087431752185428	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	10.0	1.341051071982775	7.456837557435279	3.7563433275942986	12.113549371748212	+	0	180	3.0	3.25	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	2.0	1.6279535619176055	1.2285362720323252	0.0	2.9822638741231544	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0060287611052217	0.0			?	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	48.0	7.004815888232162	6.852428495749369	5.526901739053843	8.63959829737762	+	0	180	3.0	3.25	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	4.0	0.60458798695294	6.616075883610556	1.6004138738090092	14.134727070176003	+	0	180	3.0	3.25	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.2939376693114736	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	0.7165662676614648	0.0	0.0	0.0	-	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	1.0	2.999467343765415	0.3333925278695112	0.0	1.0990179609228763	0	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	29.0	19.995322078399305	1.4503392286603043	1.0048951727002946	1.828519971141768	+	0	180	3.0	3.25	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	5.0	5.627751603251128	0.8884542802336054	0.2212129843989583	1.663853849533719	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	
metal	28	0.0	0.2800616913770131	0.0			?	0	180	3.25	3.5	nitrogen_aromatic_pyridine	
C_ali_apol	547	22.0	53.02227364417421	0.4149199664208899	0.2544352334276175	0.5876397899400059	-	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	68.0	38.13005130719091	1.7833702727584828	1.4400193794967873	2.143723478269375	+	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	36.0	20.15865785248193	1.7858331771610323	1.2515625789263507	2.377708268316353	+	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	3.0	6.160379148728455	0.486983013150939	0.0	1.114651899019003	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	31.0	28.99122915863441	1.069288915981243	0.762457223226823	1.400675987576683	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	1.0	2.296139706142939	0.4355135697208087	0.0	1.5073691029307712	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	6.0	3.137112855029188	1.9125865970620863	0.6493129995803084	3.6045740647297695	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	1.0	0.6799024546729513	1.4707992199866715	0.0	4.912694470213331	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	11.0	4.645699669818905	2.3677811270199465	0.9485201232210176	3.9808788694805775	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	3.0	2.6568541881951244	1.129154928158848	0.0	2.797709050050141	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	15.0	27.360960691882475	0.548226364158706	0.2927298960853156	0.7786288460727342	-	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	9.0	9.43216167687283	0.9541821173472388	0.3686389101076265	1.615887426755248	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	7.0	3.6183199090783567	1.934599531245708	0.7602001538384929	3.3241873467178693	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	9.0	4.216249121018547	2.134598725472325	0.9292904348402112	3.564459791712974	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0037852493341342	0.0			?	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	8.0	13.264432805323237	0.6031166290645663	0.2265341621759136	1.055269279111716	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	1.0	1.077710815668572	0.9278927013269668	0.0	3.081599194001877	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	1.0	0.4581109936672242	2.1828771058186143	0.0	7.226325048953926	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	2.1079176698435487	0.0	0.0	0.0	-	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	3.0	5.08429916682007	0.5900518245617563	0.0	1.2586631040098148	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	32.0	39.58993862079385	0.8082861735782692	0.5549844845200735	1.099582553293632	0	0	180	3.25	3.5	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	6.0	10.701526793666144	0.5606676613239139	0.1231211297164061	0.9658287170005092	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	
metal	28	0.0	0.7880196105484258	0.0			?	0	180	3.5	3.75	nitrogen_aromatic_pyridine	
C_ali_apol	547	68.0	130.6283990967288	0.5205606167587402	0.4040036829363406	0.6372914461081175	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic
C_ali_weak_pol	550	194.0	89.75905532595397	2.161341820003587	1.9149586936364915	2.408410325000343	+	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	128.0	44.87895871644534	2.852116084259682	2.457661085181107	3.2704861833301955	+	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	10.0	14.875052970307728	0.6722665136024134	0.315137419450414	1.0865691593780915	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	88.0	61.90028325888826	1.4216413135292734	1.165554166299441	1.7048311704213948	+	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	2.0	6.163827148805175	0.3244737322635158	0.0	0.8297025527555602	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	8.0	6.41731075025116	1.2466281143837232	0.4455698900305687	2.0516199285394	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	6.0	1.297698144566398	4.623571379155196	1.6339428374427871	7.895724912557313	+	0	180	3.5	3.75	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	10.0	10.166385954233592	0.983633716545622	0.4437413507689985	1.7170043711848262	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	5.0	3.704863091094544	1.3495775355420292	0.3004136890114959	2.584383257276401	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	26.0	65.80526617690802	0.3951051566314271	0.2487892282593227	0.5512386891756541	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	7.0	20.53342747134974	0.3409075279695555	0.0991244528766695	0.6189897154428816	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	9.0	7.701787341128539	1.16855992010307	0.4953169550970336	2.040405287677863	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	15.0	7.917170372599364	1.894616295225084	0.9482496553472402	2.921046965110329	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0050883076053235	0.0			?	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	14.0	33.23141398461184	0.421288122331564	0.2028102238102084	0.6427934111248447	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	3.0	3.711978342226656	0.808194370606276	0.0	1.8577563706275344	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	2.0	0.9842630970468658	2.0319770252493474	0.0	4.843012329647793	0	0	180	3.5	3.75	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	4.382301108083841	0.0	0.0	0.0	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	2.0	13.367132963526572	0.14962071563567	0.0	0.386312045123284	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	25.0	89.07878997342358	0.2806504220304147	0.1699352683550037	0.3980383657339221	-	0	180	3.5	3.75	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	105	5.0	7.604631982899705	0.6574940130230288	0.117428083967457	1.4375391969224436	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	
metal	28	1.0	1.085258328858115	0.9214395995948522			?	0	180	3.75	4.0	nitrogen_aromatic_pyridine	
C_ali_apol	547	89.0	89.25857008123548	0.997103134399306	0.8048482373890198	1.1790441544835668	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
